State_UT_Code,District_Code,education_index,employment_rate,unemployment_rate,skill_rate,informal_rate,count,sector_share_A_Agriculture,sector_share_B_Mining,sector_share_C_Manufacturing,sector_share_D_Electricity,sector_share_E_Water_Waste,sector_share_F_Construction,sector_share_G_Trade,sector_share_H_Transport,sector_share_I_Accommodation,sector_share_J_Information,sector_share_K_Finance,sector_share_L_RealEstate,sector_share_M_Professional,sector_share_N_Admin,sector_share_O_Public,sector_share_P_Education,sector_share_Q_Health,sector_share_R_Arts,sector_share_S_OtherServices,sector_share_T_Households,sector_share_Unknown,State
1,1,6.197892271662764,0.2646370023419204,0.01405152224824356,0.6709601873536299,0.10304449648711944,854,0.03864168618266979,0.0,0.02459016393442623,0.0,0.00234192037470726,0.08196721311475409,0.03981264637002342,0.02107728337236534,0.00234192037470726,0.0,0.00117096018735363,0.0,0.00234192037470726,0.00234192037470726,0.01873536299765808,0.01990632318501171,0.00234192037470726,0.0,0.00585480093676815,0.00117096018735363,0.7353629976580797,Jammu and Kashmir
1,2,5.594272076372315,0.3937947494033413,0.032219570405727926,0.6730310262529833,0.10501193317422435,838,0.08949880668257756,0.0,0.09785202863961814,0.002386634844868735,0.0059665871121718375,0.07398568019093078,0.0441527446300716,0.02386634844868735,0.008353221957040573,0.0011933174224343676,0.002386634844868735,0.0,0.002386634844868735,0.002386634844868735,0.008353221957040573,0.015513126491646777,0.008353221957040573,0.0011933174224343676,0.0059665871121718375,0.0,0.6062052505966588,Jammu and Kashmir
1,5,5.7803347280334725,0.42677824267782427,0.02092050209205021,0.6715481171548117,0.08577405857740586,478,0.2175732217573222,0.0,0.02510460251046025,0.0020920502092050207,0.0,0.10460251046025104,0.012552301255230125,0.012552301255230125,0.0,0.0041841004184100415,0.006276150627615063,0.0020920502092050207,0.0,0.0,0.006276150627615063,0.02301255230125523,0.0020920502092050207,0.0,0.008368200836820083,0.0,0.5732217573221757,Jammu and Kashmir
1,6,6.037156704361874,0.4975767366720517,0.01938610662358643,0.6720516962843296,0.11308562197092084,619,0.2520193861066236,0.0,0.046849757673667204,0.0,0.0032310177705977385,0.09854604200323101,0.01615508885298869,0.03231017770597738,0.0032310177705977385,0.0,0.0016155088852988692,0.0,0.0,0.0,0.014539579967689823,0.01938610662358643,0.009693053311793215,0.0,0.0,0.0,0.5024232633279483,Jammu and Kashmir
1,7,6.396460176991151,0.4353982300884956,0.021238938053097345,0.6407079646017699,0.11504424778761062,565,0.1929203539823009,0.0,0.03716814159292035,0.0035398230088495575,0.005309734513274336,0.08849557522123894,0.02654867256637168,0.01592920353982301,0.0035398230088495575,0.0,0.0,0.0,0.0,0.0017699115044247787,0.023008849557522124,0.01592920353982301,0.010619469026548672,0.0,0.010619469026548672,0.0,0.5646017699115045,Jammu and Kashmir
1,8,6.588366890380313,0.31021625652498136,0.011185682326621925,0.7158836689038032,0.1297539149888143,1341,0.036539895600298286,0.0,0.0343027591349739,0.0007457121551081282,0.0044742729306487695,0.09545115585384041,0.05741983594332588,0.02535421327367636,0.00820283370618941,0.0,0.0014914243102162564,0.0,0.002982848620432513,0.0037285607755406414,0.009694258016405667,0.02237136465324385,0.005219985085756898,0.0,0.0014914243102162564,0.0007457121551081282,0.6897837434750187,Jammu and Kashmir
1,9,6.243589743589744,0.3153846153846154,0.02564102564102564,0.7333333333333333,0.12051282051282051,390,0.028205128205128206,0.0,0.05897435897435897,0.002564102564102564,0.002564102564102564,0.09743589743589744,0.04358974358974359,0.04358974358974359,0.002564102564102564,0.0,0.0,0.0,0.0,0.002564102564102564,0.017948717948717947,0.01282051282051282,0.0,0.0,0.002564102564102564,0.0,0.6846153846153846,Jammu and Kashmir
1,10,7.505072783414204,0.32995147772386413,0.07587119541243935,0.7198941332157036,0.09660344067048963,2267,0.012792236435818262,0.000882223202470225,0.05822673136303485,0.002646669607410675,0.00882223202470225,0.03352448169386855,0.09131010145566829,0.033083370092633436,0.004411116012351125,0.00529333921482135,0.005734450816056462,0.00176444640494045,0.0070577856197618,0.0061755624172915745,0.010145566828407587,0.023820026466696075,0.0105866784296427,0.000882223202470225,0.009263343625937363,0.0035288928098809,0.6700485222761359,Jammu and Kashmir
1,11,5.790697674418604,0.35917312661498707,0.031007751937984496,0.689922480620155,0.06976744186046512,387,0.09043927648578812,0.0,0.08785529715762273,0.0,0.0,0.059431524547803614,0.031007751937984496,0.031007751937984496,0.0103359173126615,0.002583979328165375,0.0,0.00516795865633075,0.0,0.002583979328165375,0.015503875968992248,0.0103359173126615,0.002583979328165375,0.0,0.007751937984496124,0.002583979328165375,0.6408268733850129,Jammu and Kashmir
1,12,6.70856102003643,0.34972677595628415,0.01639344262295082,0.6885245901639344,0.051001821493624776,549,0.061930783242258654,0.0018214936247723133,0.056466302367941715,0.00546448087431694,0.0018214936247723133,0.052823315118397086,0.06557377049180328,0.01639344262295082,0.0036429872495446266,0.0018214936247723133,0.0036429872495446266,0.0,0.0018214936247723133,0.009107468123861567,0.01092896174863388,0.04371584699453552,0.009107468123861567,0.0,0.0036429872495446266,0.0,0.6502732240437158,Jammu and Kashmir
1,13,6.852678571428571,0.33035714285714285,0.04017857142857143,0.7589285714285714,0.022321428571428572,224,0.14285714285714285,0.0,0.049107142857142856,0.0,0.0,0.03125,0.03571428571428571,0.026785714285714284,0.0,0.004464285714285714,0.004464285714285714,0.0,0.0,0.0,0.013392857142857142,0.013392857142857142,0.008928571428571428,0.0,0.0,0.0,0.6696428571428571,Jammu and Kashmir
1,14,6.4663710273466375,0.3155949741315595,0.019216555801921657,0.7080561714708056,0.031042128603104215,1353,0.05617147080561715,0.0007390983000739098,0.058388765705838876,0.0014781966001478197,0.008130081300813009,0.031042128603104215,0.06947524020694752,0.020694752402069475,0.005912786400591279,0.0022172949002217295,0.004434589800443459,0.0,0.0007390983000739098,0.003695491500369549,0.016999260901699925,0.023651145602365115,0.007390983000739098,0.0007390983000739098,0.003695491500369549,0.0,0.6844050258684405,Jammu and Kashmir
1,15,6.590128755364807,0.315450643776824,0.017167381974248927,0.7103004291845494,0.027896995708154508,466,0.0815450643776824,0.0,0.02575107296137339,0.002145922746781116,0.004291845493562232,0.034334763948497854,0.06866952789699571,0.030042918454935622,0.0,0.002145922746781116,0.002145922746781116,0.0,0.002145922746781116,0.004291845493562232,0.01072961373390558,0.027896995708154508,0.017167381974248927,0.0,0.002145922746781116,0.0,0.6845493562231759,Jammu and Kashmir
1,16,5.445273631840796,0.32338308457711445,0.009950248756218905,0.6442786069651741,0.07711442786069651,402,0.11442786069651742,0.0,0.022388059701492536,0.0024875621890547263,0.007462686567164179,0.0845771144278607,0.03482587064676617,0.012437810945273632,0.0,0.0024875621890547263,0.0,0.0024875621890547263,0.0,0.0024875621890547263,0.01990049751243781,0.014925373134328358,0.0,0.0,0.0024875621890547263,0.0,0.6766169154228856,Jammu and Kashmir
1,17,4.986425339366516,0.29411764705882354,0.013574660633484163,0.6108597285067874,0.11085972850678733,442,0.07013574660633484,0.0022624434389140274,0.020361990950226245,0.006787330316742082,0.0022624434389140274,0.1085972850678733,0.01583710407239819,0.011312217194570135,0.01809954751131222,0.0,0.0,0.0,0.0022624434389140274,0.0,0.00904977375565611,0.01809954751131222,0.0,0.0,0.00904977375565611,0.0,0.7058823529411765,Jammu and Kashmir
1,18,4.572390572390573,0.30303030303030304,0.030303030303030304,0.6161616161616161,0.08754208754208755,297,0.10437710437710437,0.003367003367003367,0.02356902356902357,0.003367003367003367,0.010101010101010102,0.10437710437710437,0.016835016835016835,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.013468013468013467,0.006734006734006734,0.003367003367003367,0.0,0.0,0.0,0.696969696969697,Jammu and Kashmir
1,19,6.5325443786982245,0.30177514792899407,0.03550295857988166,0.6834319526627219,0.11538461538461539,338,0.07100591715976332,0.0,0.03550295857988166,0.0,0.0029585798816568047,0.05621301775147929,0.014792899408284023,0.038461538461538464,0.014792899408284023,0.0029585798816568047,0.0029585798816568047,0.0,0.005917159763313609,0.0029585798816568047,0.008875739644970414,0.01775147928994083,0.011834319526627219,0.0029585798816568047,0.011834319526627219,0.0,0.6982248520710059,Jammu and Kashmir
1,20,5.229813664596273,0.3416149068322981,0.012422360248447204,0.6894409937888198,0.10559006211180125,161,0.10559006211180125,0.0,0.031055900621118012,0.0,0.006211180124223602,0.08074534161490683,0.024844720496894408,0.043478260869565216,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.031055900621118012,0.0,0.0,0.0,0.006211180124223602,0.0,0.6583850931677019,Jammu and Kashmir
1,21,7.727035490605428,0.401356993736952,0.043319415448851775,0.6983298538622129,0.13204592901878914,1916,0.07724425887265135,0.0005219206680584551,0.05271398747390397,0.0010438413361169101,0.005219206680584551,0.042275574112734866,0.07724425887265135,0.0255741127348643,0.010438413361169102,0.005741127348643006,0.005219206680584551,0.0015657620041753654,0.003131524008350731,0.0020876826722338203,0.022964509394572025,0.029749478079331943,0.010960334029227558,0.0026096033402922755,0.015657620041753653,0.009394572025052192,0.598643006263048,Jammu and Kashmir
1,22,7.4676470588235295,0.3764705882352941,0.023529411764705882,0.6470588235294118,0.10294117647058823,340,0.10294117647058823,0.0,0.05588235294117647,0.0,0.01764705882352941,0.047058823529411764,0.058823529411764705,0.008823529411764706,0.0058823529411764705,0.008823529411764706,0.0029411764705882353,0.0,0.0,0.0029411764705882353,0.020588235294117647,0.011764705882352941,0.011764705882352941,0.0,0.008823529411764706,0.011764705882352941,0.6235294117647059,Jammu and Kashmir
2,1,6.448566610455312,0.5952782462057336,0.03035413153456998,0.688026981450253,0.16526138279932545,593,0.342327150084317,0.0,0.006745362563237774,0.006745362563237774,0.0016863406408094434,0.14165261382799327,0.011804384485666104,0.01854974704890388,0.01517706576728499,0.0,0.0016863406408094434,0.0,0.0016863406408094434,0.0,0.01011804384485666,0.03035413153456998,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.40472175379426645,Himachal Pradesh
2,2,7.284153005464481,0.5152224824355972,0.0312256049960968,0.6409055425448869,0.1678376268540203,1281,0.24121779859484777,0.0,0.0312256049960968,0.00234192037470726,0.00234192037470726,0.09914129586260734,0.039032006245121,0.0195160031225605,0.0156128024980484,0.00234192037470726,0.0039032006245121,0.0,0.00156128024980484,0.00234192037470726,0.00468384074941452,0.0195160031225605,0.0117096018735363,0.00312256049960968,0.01014832162373146,0.00546448087431694,0.4847775175644028,Himachal Pradesh
2,3,7.18,0.66,0.04,0.72,0.0,50,0.56,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.34,Himachal Pradesh
2,4,6.522821576763485,0.5311203319502075,0.029045643153526972,0.6825726141078838,0.0954356846473029,482,0.36929460580912865,0.0,0.01867219917012448,0.002074688796680498,0.0,0.04771784232365145,0.026970954356846474,0.004149377593360996,0.008298755186721992,0.002074688796680498,0.0,0.0,0.002074688796680498,0.0,0.012448132780082987,0.01867219917012448,0.004149377593360996,0.002074688796680498,0.012448132780082987,0.0,0.46887966804979253,Himachal Pradesh
2,5,7.370909090909091,0.4727272727272727,0.03363636363636364,0.6890909090909091,0.12545454545454546,1100,0.25363636363636366,0.0,0.023636363636363636,0.005454545454545455,0.004545454545454545,0.07454545454545454,0.028181818181818183,0.015454545454545455,0.005454545454545455,0.0,0.0009090909090909091,0.0,0.0018181818181818182,0.0009090909090909091,0.02,0.023636363636363636,0.0018181818181818182,0.0009090909090909091,0.01090909090909091,0.0009090909090909091,0.5272727272727272,Himachal Pradesh
2,6,8.24578313253012,0.4867469879518072,0.05542168674698795,0.6120481927710844,0.0891566265060241,415,0.27228915662650605,0.004819277108433735,0.02891566265060241,0.0,0.0024096385542168677,0.04096385542168675,0.05301204819277108,0.021686746987951807,0.007228915662650603,0.0,0.004819277108433735,0.0,0.004819277108433735,0.0,0.012048192771084338,0.02650602409638554,0.004819277108433735,0.0,0.0024096385542168677,0.0,0.5132530120481927,Himachal Pradesh
2,7,6.670391061452514,0.45251396648044695,0.04748603351955307,0.6229050279329609,0.15083798882681565,358,0.24022346368715083,0.0,0.04189944134078212,0.0,0.002793296089385475,0.05027932960893855,0.019553072625698324,0.0335195530726257,0.0111731843575419,0.0,0.00558659217877095,0.002793296089385475,0.00558659217877095,0.0,0.0,0.027932960893854747,0.0,0.0,0.0111731843575419,0.0,0.547486033519553,Himachal Pradesh
2,8,7.129729729729729,0.6054054054054054,0.032432432432432434,0.6324324324324324,0.11891891891891893,185,0.41081081081081083,0.0,0.010810810810810811,0.0,0.0,0.08648648648648649,0.032432432432432434,0.02702702702702703,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.016216216216216217,0.010810810810810811,0.0,0.0,0.005405405405405406,0.0,0.3945945945945946,Himachal Pradesh
