sector,job_count,avg_salary
Financial Analyst,1,0.0
Financial Analytics,1,0.0
Financial Associate,2,0.0
Financial Auditing,1,400000.0
Financial Consulting,1,0.0
Financial Control,1,0.0
Financial Controllership,5,1200000.0
Financial Controls Analysis,1,0.0
Financial Crime Compliance,2,0.0
Financial Crimes,2,275000.0
Financial Due Diligence,5,0.0
Financial Forecasting,1,1100000.0
Financial Governance,1,0.0
Financial Institutions Group,1,0.0
Financial Institutions Management,1,0.0
Financial Literacy and Market Understanding,1,212500.0
Financial Management,4,0.0
Financial Model,1,0.0
Financial Modeling,1,0.0
Financial Modelling,2,1525000.0
Financial Planning,28,350000.0
Financial Planning And Analysis,22,962500.0
Financial Products,1,0.0
Financial Products Sales,5,500000.0
Financial Record-Keeping,1,375000.0
Financial Reporting,33,275000.0
Financial Reporting & Analysis,1,60000.0
Financial Reporting & Documentation,1,600000.0
Financial Research,1,750000.0
Financial Service Cloud,1,4050000.0
Financial Services,7,0.0
Financial Services Sales,1,270000.0
Financial Statement Analysis,2,150000.0
Financial Statements,29,0.0
Financial Strategy,1,0.0
Financial Transformation,2,0.0
Financial Writing,1,1100000.0
Financial analysis,7,0.0
Financial control,2,0.0
Financial planning,1,0.0
Financial planning & analysis MIS reporting,1,0.0
Financial reporting,13,0.0
Financial reporting and analysis,1,1350000.0
Financial statements,48,0.0
Fine Tuning,1,0.0
Finfet,1,0.0
Finished Goods,1,225000.0
Finishing,1,450000.0
Finishing Engineer,1,900000.0
Finishing Work,2,181250.0
Finishing and interior experience in   Commercial buildiungs,1,475000.0
Finops,1,1700000.0
Fintech,10,0.0
Fiori Apps,2,500000.0
Fiori Ui,1,0.0
Fiori application,1,0.0
Fire & Emergency Preparedness,1,800000.0
Fire Alarm System,8,75000.0
Fire Fighting,1,5040000.0
Fire Fighting System,1,850000.0
Fire Hydrant Systems,1,0.0
Fire Prevention,1,975000.0
Fire Protection,5,0.0
Fire Protection System,3,0.0
Fire Safety,13,275000.0
Fire alarm system,2,0.0
Fire and safety guard,1,0.0
Firebase,5,275000.0
Firewall,1,0.0
Firewall Configuration,1,1800000.0
Firewalls,1,0.0
Firmware,1,0.0
Firmware Developer,1,2750000.0
Firstsource,1,375000.0
Fish & Meat Retail Category Manager,1,950000.0
Fish Feed,1,400000.0
Fit Gap Analysis,1,650000.0
Fit Out,2,187500.0
Fitness,1,240000.0
Fitness Training,3,0.0
Fitness training & coaching,1,0.0
Fitter,5,225000.0
Fitting,1,425000.0
Fixed Assets,3,775000.0
Fixed Income Derivatives,1,0.0
Fixing Appointments,13,350000.0
Fixture Design,2,250000.0
Fixture Inspection,1,0.0
Fixtures,1,200000.0
Flage Nuts,1,750000.0
Flair to travel extensively,1,850000.0
Fleet Maintenance,1,0.0
Fleet Management,9,187500.0
Fleet Operations,5,525000.0
Fleet operations,1,0.0
Flex,1,0.0
FlexCards,1,0.0
Flexcube,1,0.0
Flexcube Retail,1,825000.0
Flexible,1,250000.0
Flexible Packaging,2,575000.0
Flexo Machine Operator,1,0.0
Flight,1,525000.0
Flight Sales,1,425000.0
Flipkart Ads,1,400000.0
Floor Management,5,350000.0
Floor Manager,1,0.0
Floor Operations,3,500000.0
Floor Planning,6,0.0
Flow Chemistry,1,800000.0
Flow Cytometry,2,2056250.0
Flow Meter,1,0.0
Flow meter,1,0.0
Flowcytometry,1,0.0
Fluency in English,1,150000.0
Fluent,1,400000.0
Fluent English,101,275000.0
Fluent communication,1,250000.0
Fluent in Telugu,1,250000.0
Fluent tamil,2,212500.0
Fluid mechanics,1,0.0
Flutter,32,0.0
Flutter Development,5,390000.0
Flutter Sdk,3,0.0
Flutter development,1,0.0
Flux,1,300000.0
Fly Ash,10,0.0
Fly Ash Sales,1,0.0
Fmea,4,525000.0
Focus,7,0.0
Foglight,1,0.0
Follow Up With Suppliers,1,337500.0
Follow Ups,3,240000.0
Food & Beverage,1,0.0
Food & Beverages QA,1,625000.0
Food And Beverage,16,350000.0
Food And Beverage Associate,1,0.0
Food Industry,1,0.0
Food Manufacturing,2,400000.0
Food Packing,1,200000.0
Food Preparation,4,179250.0
Food Production,1,225000.0
Food Production Apprentice,1,0.0
Food Production Cost Analysis,1,900000.0
Food Quality Assurance,1,250000.0
Food Quality Control,3,350000.0
Food Safety Management System,1,0.0
Food Service,1,0.0
Food Technology,7,250000.0
Food and Beverage,1,0.0
Football,1,400000.0
Football coach,1,325000.0
For a successful career as a QS and Billing professional,1,0.0
Forecast Analyst,1,800000.0
Forecasting,3,700000.0
Forecasts,2,600000.0
Foreign Accounts,2,175000.0
Foreign Exchange,3,0.0
Foreign Trade Policy,1,2150000.0
Foreigners Regional Registration Office,1,1150000.0
Foreman Activities,3,450000.0
Forensic Audit,1,0.0
Forensic Medicine,4,81250.0
Forescout eyeSight,1,0.0
Forex,9,0.0
Forex Trading,1,0.0
Forging,10,462500.0
Forging Design,1,450000.0
Forging Part Drawing,1,475000.0
Forging Parts,3,450000.0
Forging Shop,3,425000.0
Forging Supervisor,1,375000.0
Forgings,1,900000.0
Forklift Operator,1,0.0
Form 1065,3,660000.0
Form 1120,4,129000.0
Form 3CEB,1,0.0
Forms,1,0.0
Formulation,5,212500.0
Formulation Development,3,600000.0
Formulation Research Development,6,118750.0
Formulation development,1,0.0
Formwork planning,1,0.0
Forti Analyzer,1,0.0
FortiGate,1,550000.0
FortiNAC,1,2000000.0
Fortigate,6,400000.0
Fortigate Firewall,2,2562500.0
Foundation Design,2,0.0
Foundation Drawing,1,325000.0
Founder Office,1,312500.0
Foundry,1,900000.0
Foundry Production,1,475000.0
Fragrance Development,1,0.0
Framer,1,300000.0
Framework design,1,0.0
Franchise,1,1100000.0
Franchise Development & Acquisition,1,325000.0
Franchise Sales,4,475000.0
Franchisee Development,16,550000.0
Fraud,1,362500.0
Fraud Analysis,1,2250000.0
Fraud Analytics,1,325000.0
Fraud Control Unit,1,450000.0
Fraud Disputes,2,387500.0
Fraud Investigation,3,500000.0
Fraud Monitoring,2,0.0
Fraud Prevention,2,250000.0
Fraud Risk Assessment,1,0.0
Free Format Rpg,1,1200000.0
Freelance Recruitment,3,0.0
Freelancer,1,0.0
Freight Forwarding,33,362500.0
Freight Forwarding Sales,1,1200000.0
Freight Rate Analysis,1,0.0
Freight Sales,1,540000.0
Freight negotiation,1,462500.0
French,9,0.0
French Language,4,331250.0
French Teaching,4,268750.0
French Translation,2,500000.0
French sales,1,0.0
Freshdesk,1,0.0
Fresher,23,250000.0
Fresher Hiring,19,175000.0
Fresher Or Experience,1,212500.0
Fresher merchandiser,1,362500.0
Freshers,5,262500.0
Freshers Jobs,1,337500.0
Freshers job,1,225000.0
Friendly  Well balanced personality  Helpful attitude   Flexibility in scheduling  Customer service  Cross cultural sensitivity  Teamwork and co-operation  Listening and Oral skills  Basic writing skills  Enthusiastic and pleasant personality,1,237500.0
Front Desk,70,225000.0
Front Desk & Concierge Associate,1,0.0
Front Desk Executive,1,0.0
Front Desk Management,1,137500.0
Front Desk management,1,0.0
Front End,7,1350000.0
Front End Developer,1,0.0
Front Line Sales,3,0.0
Front Office,33,85000.0
Front Office Associate,4,0.0
Front Office Executive,3,0.0
Front Office Management,9,187500.0
Front Office Operations,7,270000.0
Front Office Staff,25,0.0
Front Office management,1,250000.0
Front end,51,0.0
Front office,14,0.0
Front office Management,2,137500.0
Front office executive,1,312500.0
Frontend,1,0.0
Frontend Developer,1,1300000.0
Frontend Development,10,375000.0
Frontend Development Skills,1,2000000.0
Frontend UX JavaScript,1,550000.0
Frontend Ui,1,3500000.0
Frozen,2,400000.0
Fttx,1,0.0
Fuel Management,1,0.0
Fuel System,1,0.0
Full Mobile Development Life Cycle,1,425000.0
Full Search,4,187500.0
Full Stack,21,350000.0
Full Stack Application Development,3,60000.0
Full Stack Developer,6,112500.0
Full Stack Developer (Angular & .NET),1,0.0
Full Stack Developer (ReactJS+.Netcore),1,0.0
Full Stack Development,2,0.0
Full Stack Engineering,1,0.0
Full Stack Java Developer,1,0.0
Full Stack Senior Engineer,1,0.0
Full Truck Load,2,875000.0
Full knowledge in civil construction,1,0.0
Full stack,1,0.0
Full-cycle ERP implementations,1,0.0
Fullstack Developer,1,275000.0
Fullstack Development,17,1500000.0
Fullstack Java Enterprise,1,0.0
Fullstack MERN,2,0.0
Fullstack Net,1,0.0
Fumigation,1,875000.0
Function modules,1,0.0
Functional,8,0.0
Functional Consultant,1,0.0
Functional Lead,2,0.0
Functional Requirement specification,1,0.0
Functional Safety,1,0.0
Functional Safety Management system and audit,1,0.0
Functional Testing,1,0.0
Functional testing,4,0.0
Functionize,1,0.0
Fund Accounting,5,1300000.0
Fund Management,4,0.0
Fund Performance,1,0.0
Fund Raising,14,200000.0
Fund accounting,12,0.0
Funding Documentation NCDs/CCDs,1,1450000.0
Funding Management Analysis,1,0.0
Funds Flow Management,1,0.0
Funnel Analysis,1,0.0
Furniture Design,2,775000.0
Furniture Sales,4,222500.0
Fusion,1,0.0
Fusion Analytics Warehouse,1,0.0
Fusion CX B2B Service,1,1050000.0
Fusion Data Intelligence,2,0.0
Fusion Finance Functional,1,0.0
Fusion Financials,1,0.0
Fusion Hcm,1,3250000.0
Fusion Scm,2,1275000.0
G Suite,2,825000.0
G-Test,1,1925000.0
GA4,1,925000.0
GAAP,1,0.0
GC,1,330000.0
GC-MS,3,0.0
GCC,4,0.0
GCMSMS,1,0.0
GCP,80,0.0
GCP Data Engineer,3,1000000.0
GCP Developer,1,0.0
GCP Vertex AI,2,2875000.0
GDS,3,0.0
GEM portal,1,0.0
GEN AI,13,0.0
GET,1,325000.0
GHG modeling,1,0.0
GHL Expert,1,600000.0
GI Ducts,1,0.0
GIS,28,0.0
GIS Project Manager,2,2000000.0
GIS Substation,2,0.0
GIS Substations,1,0.0
GIS subtations,1,0.0
GIT,55,0.0
GK POS expertise,1,0.0
GKE,5,0.0
GL,7,450000.0
GL Accounting,2,218750.0
GL Consolidation,1,4750000.0
GL posting,1,0.0
GLP,1,650000.0
GM Secretary,1,0.0
GM-Planning,1,0.0
GMP,2,1437500.0
GNM,7,362500.0
GOOD KNOWLEDGE,1,287500.0
GPCB,2,262500.0
GPEN,1,0.0
GPR,1,625000.0
GRAPHIC DESIGNER,1,237500.0
GRC,2,875000.0
GRC-SAP,1,0.0
GRE,4,325000.0
GRN,19,225000.0
GROUP LOAN,1,225000.0
GROUP SALES,1,950000.0
GRS,1,0.0
GRaduate,1,350000.0
GSM,2,0.0
GST,7,387500.0
GST Refunds,1,0.0
GST Representation & Litigation,1,350000.0
GST filing,1,350000.0
GSTR-3B,1,0.0
GStreamer,1,0.0
GT Sales,1,0.0
GTM,2,0.0
GTS,3,1500000.0
GUI Testing,1,350000.0
Ga Drawings,2,193750.0
Gabi,1,1350000.0
Gainsight,1,0.0
Galvanizing,1,60000.0
Game Developer,1,0.0
Game Testing,1,462500.0
Gaming Process,1,275000.0
Gap Analysis,2,0.0
Garment Designing,4,500000.0
Garment Manufacturing,8,175000.0
Garments,2,531250.0
Gas Chromatography,2,200000.0
Gas Turbine,1,0.0
Gas chromatography,1,0.0
Gastro,3,6500000.0
Gastroenterologist,2,3375000.0
Gastroenterology,13,0.0
Gastroenterology Technician,1,0.0
Gatling,1,2875000.0
Gauges,1,237500.0
Gcp Bigquery,2,1375000.0
Gcp Cloud,6,0.0
Gcp Sales,2,0.0
Gd T,8,737500.0
Gdc,1,550000.0
Ge Smallworld,1,0.0
GeM Tender,1,0.0
Gear Box,1,200000.0
Gear Motors,1,575000.0
Gear Shop Management,1,850000.0
Gears,2,268750.0
Gem Portal,14,356250.0
Gems,4,440000.0
Gen,1,1300000.0
Gen AI,12,0.0
Gen AI tools and LLMs,1,0.0
GenAI,17,0.0
GenAI Tools,2,0.0
General & Laparoscopic,1,0.0
General Accounting,9,325000.0
General Administration,1,0.0
General Application Analyst,2,0.0
General Cashier,1,0.0
General Counsel,1,0.0
General Insurance,29,412500.0
General Insurance Sales,12,343750.0
General Ledger,4,306250.0
General Ledger Accounting,7,287500.0
General Management,4,500000.0
General Manager,1,0.0
General Medicine,25,850000.0
General Ophthalmologist,1,0.0
General Practetioner,1,0.0
General Practioner,2,0.0
General Surgery,6,1900000.0
General Trade,22,375000.0
General Trade Sales,1,725000.0
General Trainer,1,0.0
General Ward,1,0.0
General accounting,3,0.0
General physician,1,0.0
General trade,1,0.0
Generalist Activities,5,0.0
Generate business,1,550000.0
Generative AI,10,525000.0
Generative Ai,70,0.0
Generative Ai Tools,2,0.0
Generator Design,1,0.0
Generator manufacturing,1,0.0
Genesys,2,187500.0
Genesys Framework,1,0.0
Genomics,2,525000.0
Genrative Ai,1,0.0
Geographic Information System,1,0.0
Geographical Information System,2,1125000.0
Geography,4,0.0
Geological Mapping,1,1100000.0
Geometry,7,0.0
Geotech Textile Industry,1,2750000.0
Geotechnical Engineering,2,800000.0
German,2,487500.0
German Language,1,0.0
German Language Trainer,1,0.0
German Sales,3,0.0
German teacher,1,0.0
Gfc Drawings,1,0.0
Gherkin,1,0.0
Gic,1,0.0
Git skills,1,1500000.0
GitHub,1,0.0
GitHub Copilot Developer,1,550000.0
Github,9,1700000.0
Github Actions,3,3500000.0
Gitlab,1,0.0
Gl Accounting,1,500000.0
Glass,3,0.0
Glass reinforced concrete manager,1,540000.0
Glazing,2,225000.0
Global Business Development,2,762500.0
Global Data Steward,1,0.0
Global Finance Control,1,0.0
Global IT Talent Acquisition,1,0.0
Global KYC,1,875000.0
Global MIS,1,0.0
Global Marketing,2,193750.0
Global Mobility,1,0.0
Global Payroll,2,0.0
Global Procurement,7,0.0
Global Sales,2,0.0
Global Sourcing,1,450000.0
Global Talent Acquisition,1,375000.0
Global Tax,1,0.0
Global Trade Management,1,0.0
Global Treasury,1,0.0
Global marketing,10,0.0
Global sourcing,3,0.0
Glue,2,0.0
Gnm Nursing,2,237500.0
Go,9,0.0
Go Getter,1,187500.0
Go Language,1,0.0
Go-to-market Strategy,4,112500.0
Golang,80,0.0
Golang Development,5,1250000.0
Gold,2,187500.0
Gold Appraiser,7,325000.0
Gold Appraising,1,287500.0
Gold Loan,14,387500.0
Gold Loan Operations,5,0.0
Gold Loan Sales,7,275000.0
Gold Testing,1,0.0
Gold Valuation,1,300000.0
Golden path,1,70000.0
Golf Cart,1,412500.0
Golf Content Editing,1,0.0
Golf journalism,1,0.0
Good Academic Record,1,175000.0
Good Comm Skills,27,225000.0
Good Communication,5,0.0
Good Communication Excellent Food Presentation,1,55000.0
Good Communication In English,52,243750.0
Good Communication Skill,1,275000.0
Good Communication Skills,4,138000.0
Good Communication Skills In English. Hindi & Marathi. candidate Should Be Willing To Travel To Different Areas Of Navi Mumbai & Parts Of Mumbai To Meet Clients & Develop Business,1,258000.0
Good Communication Skills Undergraduate,1,175000.0
Good Communication and Analytical skills,1,0.0
Good Communication skill,1,275000.0
Good Communication skills,2,212500.0
Good Computer Knowledge,1,137500.0
Good Email drafting,1,337500.0
Good English & Hindi communication,1,125000.0
Good English Communication,164,225000.0
Good In Excel,1,540000.0
Good Knowledge about plastic molding part inspection,1,212500.0
Good Knowledge of Nutraceutical industry,1,400000.0
Good Knowledge of medial/ hospital based terminology. Good/excellent typing skills. Willing to work hard/under pressure,1,0.0
Good Leadership qualities,1,0.0
Good People Management Skills,1,0.0
Good Personality,1,200000.0
Good communication & documentation skills,16,234000.0
Good communication and negotiation skills. Experience in handling purchases.,1,600000.0
Good communication skill,1,300000.0
Good communication skills in English Hands on experience in MS Excel,1,0.0
Good communication skills is must,1,562500.0
Good communiction,1,400000.0
Good listening skills,1,0.0
Good trouble shooting skills,2,437500.0
Good understanding of Real Estate Market,1,500000.0
Good understanding of technical enquiries and ability to interpret PID and GADs  Knowledge of process parameters and industrial applications  Strong commercial and technical understanding  Proficiency in preparing accurate quotations,1,0.0
Google,4,368750.0
Google AdWords,22,500000.0
Google Ads,59,300000.0
Google Ads specialist jobs in travel industry,1,600000.0
Google Adwords,1,0.0
Google Analytics,36,0.0
Google Apps Script,1,275000.0
Google Cloud Platforms,1,0.0
Google Cloud Sales,1,700000.0
Google Cloud Services,1,0.0
Google Data Studio,1,587500.0
Google Process Jobs,1,412500.0
Google Sheets,26,287500.0
Google Sheets & Excel,1,350000.0
Google Tag Manager,1,0.0
Google Workspace,2,356250.0
Google Workspace Admin,1,0.0
Google Workspace Automation,1,0.0
Google ads,2,550000.0
Google cloud,1,0.0
Gosu,1,0.0
Governance IT Risk,1,0.0
Government Advisory,1,0.0
Government Affairs,2,125000.0
Government Banking,1,0.0
Government Business,2,0.0
Government Business Development,1,175000.0
Government Liaison,15,425000.0
Government Liaison & Stakeholder Management,1,1025000.0
Government Liasoning,1,2750000.0
Government Partnerships,1,4250000.0
Government Projects,11,0.0
Government Relations,1,825000.0
Government Sales,14,537500.0
Government Tender,1,362500.0
Government Tender Processes,1,0.0
Government acts,1,1500000.0
Government call centre,1,100000.0
Government portal management,1,0.0
Government subsidy,1,550000.0
Govt Liaisoning,2,0.0
Govt Liasioning,3,0.0
Govt Relation,1,0.0
Govt Sales,2,0.0
Gpon,1,0.0
Gpu Programming,1,800000.0
Grading,2,750000.0
Graduate,9,375000.0
Graduate Fresher,1,425000.0
Graduation,1,325000.0
Grafana,1,0.0
Grain Handling,1,540000.0
Grain processing,1,0.0
Grammar,1,175000.0
Granulation,1,0.0
Granulation Section,1,1350000.0
GraphQL,6,450000.0
Graphic Design,6,0.0
Graphic Design & Image Editing,1,362500.0
Graphic Designer,6,0.0
Graphic Designer to create engaging and visually appealing designs across digital and print media. The ideal candidate will have strong creative skills,1,55000.0
Graphic Designing,48,223500.0
Graphic design,1,325000.0
Graphic designer,3,250000.0
Graphic designing,8,0.0
Graphics,137,0.0
Graphics And Illustrations,1,375000.0
Graphics Driver,1,2250000.0
Graphql,7,0.0
Grease,2,862500.0
Green Belt,1,0.0
Green Field Projects,2,0.0
Green Power Transmission corridors,1,0.0
Green belt,9,0.0
Greenplum,1,0.0
GreytHR,1,375000.0
Grievance Handling,22,0.0
Grievance Redressal,1,750000.0
Grinding Machine,1,600000.0
Grocery,1,0.0
Groovy,1,0.0
Groovy Scripting,4,0.0
Group Class Trainer,1,0.0
Group Life Insurance,1,587500.0
Group Policy,1,300000.0
Group Reporting,7,110000.0
Group Sales,4,675000.0
Group consolidation,1,1775000.0
Group coordinator,1,237500.0
Group lead,1,1400000.0
Grouting,2,0.0
Growth Hacking,4,0.0
Growth Marketing,10,0.0
Growth Strategy,4,210000.0
Growth Strategy Development,1,0.0
Gst,27,275000.0
Gst Calculation,4,275000.0
Gst Compliance,44,436250.0
Gst Filing,30,262500.0
Gst Knowledge,2,287500.0
Gst Reconciliation,6,293750.0
Gst Return,6,243750.0
Gst Working,1,212500.0
Gt Sales,1,300000.0
Gtm,1,0.0
Gtm Strategy,11,1200000.0
Guarding,2,62500.0
Guest Experience Strategy,1,0.0
Guest Handling,4,187500.0
Guest House Management,1,0.0
Guest Interaction,2,0.0
Guest Relations,6,137500.0
Guest Relationship,1,0.0
Guest Relationship Execurive,1,350000.0
Guest Service,6,87500.0
Guest Service Assistance,1,0.0
Guest Service Associate,2,0.0
Guest Service Associate Food & Beverage,1,0.0
Guest Service Associate Housekeeping,1,0.0
Guest handling,1,0.0
Gui Automation,1,2250000.0
Gui Development,1,0.0
Guidewire,1,0.0
Guidewire Billing Center Developer,1,0.0
Guidewire Development,2,0.0
Guidewire Policy Center,1,0.0
Gujarati,18,0.0
Gunicorn,1,1800000.0
Gym infrastructure & equipment sourcing,1,175000.0
Gym trainer,1,125000.0
Gynaecology,3,300000.0
Gynecologist,7,225000.0
Gynecology,23,570000.0
H-Beam Automatic Welding,1,337500.0
H1 Transfer,1,0.0
HACCP,9,390000.0
HAL,1,0.0
HALDB,1,0.0
HALT,1,0.0
HCC,6,312500.0
HCC Coder,2,237500.0
HCC coding,3,0.0
HCM,5,450000.0
HCM CORE,1,0.0
HCM Payroll Functional Consultant,1,0.0
HCPCS,1,0.0
HCPCS Level II,1,350000.0
HCV,1,700000.0
HDL,17,0.0
HEAD,2,850000.0
HEOR,1,1250000.0
HFM,1,0.0
HHC,2,290000.0
HIPAA,3,400000.0
HIRA,1,50000.0
HL,9,262500.0
HL7,1,0.0
HLD,1,0.0
HMI,4,300000.0
HMI Programming,3,0.0
HNI,22,550000.0
HNI Acquisition,5,375000.0
HNI Client Handling,5,500000.0
HNI Sales,4,0.0
HOI,2,312500.0
HOME LOAN,2,306250.0
HORECA,1,0.0
HOSPITAL BILLING,2,275000.0
HOUSING FINANCE,3,400000.0
HP data protector,5,0.0
HPDC Casting,1,0.0
HPLC,8,0.0
HR,53,0.0
HR Admin,2,418750.0
HR Admin Operations,1,0.0
HR Administration,27,0.0
HR Administrator,5,0.0
HR Analyst,1,0.0
HR Analytics,5,0.0
HR Associate,5,0.0
HR Business Processes,1,0.0
HR Consulting,1,162500.0
HR Coordination,15,162500.0
HR Coordinator,2,275000.0
HR Data Analyst,1,0.0
HR EXECUTIVE,1,350000.0
HR EXECUTIVE - MALE CANDIDATES,1,350000.0
HR Executive,8,0.0
HR Executive  Recruitment & Onboarding  Employee Relations  HR Policies & Compliance  Payroll & Attendance  Communication Skills  MS Office & HR Software  Time Management  Problem Solving  Confidentiality  Teamwork & Adaptability,1,337500.0
HR Fresher,1,225000.0
HR Functions,2,281250.0
HR Generalist,5,350000.0
HR Generalist Activities,130,350000.0
HR Helpdesk,3,1500000.0
HR IR,1,0.0
HR Implementation,1,325000.0
HR Jobs India,1,237500.0
HR MIS,1,625000.0
HR Manager,2,762500.0
HR OPERATION,1,500000.0
HR Officer,2,500000.0
HR Operations,79,250000.0
HR Processes,4,335000.0
HR RECRUITER,2,181250.0
HR Recruiter,1,200000.0
HR Recruitment,1,250000.0
HR Reporting,1,1050000.0
HR Shared Services Manager,1,800000.0
HR Strategy,6,195000.0
HR Strategy Planning,1,1750000.0
HR System,1,1350000.0
HR Technology,1,0.0
HR Training,1,1400000.0
HR Workflow Design,1,0.0
HR administration,1,0.0
HR business Partner,1,1500000.0
HR helpdesk,1,0.0
HR management,2,0.0
HR operations,6,0.0
HR planning,1,0.0
HR processes,6,0.0
HR strategies,1,0.0
HR transition,1,0.0
HRBP,15,500000.0
HRBP Trainer,1,337500.0
HRIS,3,0.0
HRIS Workdays Analyst,1,700000.0
HRM,10,262500.0
HRMS,15,0.0
HRSD,1,1700000.0
HRSS,1,600000.0
HSE,1,0.0
HSE Management,1,0.0
HSE Management System,2,937500.0
HT Panel,2,0.0
HT Panels,3,0.0
HT/LT Systems,1,0.0
HTML,7,420000.0
HTML 5,1,500000.0
HTML/ CSS,1,1750000.0
HTML5,3,0.0
HTML;Javascript,2,0.0
HTTP,1,0.0
HVAC,38,0.0
HVAC Automation,1,0.0
HVAC Design,12,0.0
HVAC Engineering,1,0.0
HVAC Equipments,3,450000.0
HVAC Estimation,1,375000.0
HVAC Sales,1,0.0
HVAC System,1,0.0
HVAC design and drafting,1,0.0
HVAC engineering,1,0.0
HVAC industry preferred,1,600000.0
HVAC project execution,1,0.0
HVAC system design,1,1700000.0
HVAC systems,1,0.0
Hadoop,15,1400000.0
Haematology,1,275000.0
Hair Care,1,150000.0
Hair Cutting,1,300000.0
Hair Styling,2,255000.0
Hair Transplant,1,0.0
Hairdresser Job Vacancy in Dimapur,1,0.0
Halliburton,1,0.0
Hana Abap,2,0.0
Hana Db,1,1100000.0
Hana Implementation,1,0.0
Hana Migration,1,600000.0
Hana Modelling,1,1000000.0
Handicrafts,1,500000.0
Handle inbound and outbound sales calls from the office to drive conversions and repeat business.,1,387500.0
Handling Calls,3,175000.0
Handling Customer Queries,10,251250.0
Handling ERP experience is must,1,500000.0
Handling Labour Contractor,1,0.0
Handling hazardous materials.,2,133750.0
Handling overall HR function of the of Greenfield plant,1,1900000.0
Handover,2,425000.0
Hands on experience with PCAN tools & CAN protocol,1,450000.0
Hansen,1,1750000.0
Hard Bucket,1,212500.0
Hard Goods,1,0.0
Hard Working,1,275000.0
Hardgoods Merchandiser,1,500000.0
Hardware,4,100000.0
Hardware And Software Troubleshooting,3,0.0
Hardware Asset Management,1,0.0
Hardware Design,6,212500.0
Hardware Development,2,270000.0
Hardware Engineering,1,0.0
Hardware Maintenance,1,0.0
Hardware Networking,11,150000.0
Hardware Sales,3,412500.0
Hardware Support,5,156000.0
Hardware Testing,2,315000.0
Hardware Troubleshooting,2,290000.0
Hardware designing,1,0.0
Hardware installation,2,0.0
Harness,2,0.0
Having Experience in turnkey project,1,850000.0
Having hospital sales & marketing experience,1,512500.0
Hazard Analysis,1,250000.0
Hcc,5,0.0
Hcc Coding,30,268750.0
He must be responsible for providing communication/marketing support to the business units and corporate initiatives,1,0.0
He/ She should be working in Banking industry . into Current Account Acquisition / Saving Account Acquisition,1,325000.0
Head,1,1600000.0
Head & Neck Oncology,1,2250000.0
Head Business Development,12,0.0
Head Civil Engineering,1,0.0
Head Generalist,1,0.0
Head HR,1,8000000.0
Head Hunting,3,0.0
Head Mechanical,1,0.0
Head Medical Services,1,6750000.0
Head Operations,1,1600000.0
Head of store,2,0.0
Headcount Planning,1,1200000.0
Heading Branch,5,800000.0
Headmistress Activities,3,1750000.0
Health,1,0.0
Health Agency,1,1000000.0
Health Care Services,9,287500.0
Health Care Solutions,1,850000.0
Health Claims,6,193750.0
Health Cloud,1,0.0
Health Insurance,4,318750.0
Health Insurance Sales,18,300000.0
Health Monitoring,1,550000.0
Health insurance,82,0.0
Health insurance advisor,1,55000.0
Healthcare,9,0.0
Healthcare Bpo,7,325000.0
Healthcare Domain,11,0.0
Healthcare Insurance,1,175000.0
Healthcare Marketing,7,198000.0
Healthcare Operations,2,325000.0
Healthcare Recruiting,1,0.0
Healthcare Sales,18,287500.0
Healthcare Transformation,1,0.0
Healthcare business development,1,1750000.0
Healthcare or hospital process,1,375000.0
Hearing Aid Devices,1,800000.0
Heat Exchanger Design,2,212500.0
Heat Exchanger Design and Manufacturing,1,0.0
Heat Exchangers,9,375000.0
Heat Treatment,2,262500.0
Heathcare coach,1,287500.0
Heavy Commercial Vehicles,2,200000.0
Heavy Engineering,2,450000.0
Heavy Equipment,1,350000.0
Heavy Fabrication,18,625000.0
Heavy Lifting,1,0.0
Hedge Funds,3,0.0
Heidenhain,1,375000.0
Helix,1,0.0
Helm,1,0.0
Helm Charts,1,0.0
Help Desk,1,225000.0
Help Desk Operations,1,262500.0
Helpdesk,4,212500.0
Helpdesk Coordinator,1,0.0
Helpdesk Management,1,350000.0
Helpdesk Operator,1,700000.0
Helper,1,150000.0
Helper Activities,13,107500.0
Hematology,3,5000000.0
Hepatology,1,6000000.0
Heterogeneous Database Migration,1,0.0
Hexagon,1,325000.0
Hexagon Intergraph,1,0.0
Hibernate,65,0.0
High Availability,1,0.0
High Energy Level,3,0.0
High Performance Computing,2,1125000.0
High Rise Building,42,456250.0
High Rise Residential,2,1375000.0
High level of accuracy,1,0.0
High power Application,1,0.0
High value client,1,850000.0
Higher Secondary,1,262500.0
Highly experienced Hotel Chief Engineer with a proven track record in engineering and maintenance. Skilled in troubleshooting,1,575000.0
Highrise ERP,1,400000.0
Highway Construction,1,462500.0
Highways,3,500000.0
Hindi,16,173750.0
Hindi Langauge,1,450000.0
Hindi Speaking,13,250000.0
Hindi Teacher,1,425000.0
Hindi Typing,3,162500.0
Hindi language proficiency,1,250000.0
Hindi teacher,1,462500.0
Hire To Retire,2,120000.0
Hiring,24,225000.0
Hiring Manager,1,1000000.0
Histopathology,3,0.0
History,2,0.0
Hive,6,1237500.0
Hive Network,1,0.0
Hmc Programming,1,325000.0
Hoardings,1,0.0
Hobbing,2,0.0
Holiday Packages,16,375000.0
Holiday Sales,1,0.0
Home Appliances,1,240000.0
Home Appliances Sales,2,193750.0
